year,state,occ_code,occ_title,tot_emp,h_mean,a_mean
2020,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",240.0,17.87,37170.0
2021,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",310.0,17.46,36320.0
2011,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",990.0,11.21,23320.0
2012,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1010.0,11.32,23540.0
2013,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1010.0,11.0,22870.0
2014,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",830.0,11.68,24300.0
2015,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",890.0,12.0,24960.0
2016,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,12.56,26120.0
2017,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,12.68,26370.0
2018,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,13.42,27910.0
2019,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1580.0,13.54,28170.0
2020,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1340.0,14.27,29670.0
2021,Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1610.0,14.33,29810.0
2011,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5050.0,12.31,25600.0
2012,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5990.0,11.99,24940.0
2013,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6310.0,12.05,25070.0
2014,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",8410.0,12.87,26770.0
2015,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10160.0,13.07,27180.0
2016,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10490.0,13.19,27430.0
2017,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",9710.0,13.94,29000.0
2018,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",11100.0,14.15,29430.0
2019,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",12720.0,14.82,30830.0
2020,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",14850.0,15.73,32710.0
2021,Washington,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",9570.0,15.92,33120.0
2011,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",150.0,9.5,19770.0
2012,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",310.0,8.99,18690.0
2013,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",240.0,9.12,18960.0
2014,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280.0,9.31,19360.0
2015,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",260.0,10.1,21000.0
2016,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",230.0,10.63,22110.0
2017,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",220.0,10.93,22730.0
2018,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",210.0,12.23,25430.0
2019,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",240.0,12.29,25560.0
2020,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",270.0,12.7,26420.0
2021,West Virginia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",70.0,12.3,25580.0
2011,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",850.0,10.85,22570.0
2012,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",940.0,10.81,22490.0
2013,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",920.0,11.47,23850.0
2014,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1220.0,11.42,23750.0
2015,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1310.0,11.72,24370.0
2016,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1120.0,12.73,26480.0
2017,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1470.0,12.55,26100.0
2018,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1450.0,12.92,26870.0
2019,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1850.0,13.08,27200.0
2020,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1080.0,14.71,30600.0
2021,Wisconsin,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1460.0,16.21,33710.0
2011,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,11.88,24700.0
2012,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",100.0,11.56,24040.0
2013,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",120.0,12.03,25020.0
2014,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",80.0,10.99,22850.0
2015,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,11.57,24060.0
2016,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,12.66,26330.0
2017,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",50.0,16.26,33820.0
2018,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",50.0,16.95,35260.0
2019,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",70.0,17.15,35680.0
2020,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,17.78,36990.0
2021,Wyoming,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",80.0,17.28,35950.0
